movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_sc
1288,This Is Spinal Tap (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6530612244897966
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6428571428571459
1290,Some Kind of Wonderful (1987),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.683673469387756
1291,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704081632653061
1292,Being There (1979),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6020408163265323
1293,Gandhi (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6326530612244916
1295,"Unbearable Lightness of Being, The (1988)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6938775510204103
1296,"Room with a View, A (1986)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6734693877551052
1297,Real Genius (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6632653061224509
1298,Pink Floyd: The Wall (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6326530612244916
1299,"Killing Fields, The (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6530612244897966
1300,My Life as a Dog (Mitt liv som hund) (1985),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6632653061224509
1301,Forbidden Planet (1956),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.36734693877551194
1302,Field of Dreams (1989),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.704081632653061
1303,"Man Who Would Be King, The (1975)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5612244897959187
1304,Butch Cassidy and the Sundance Kid (1969),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
1307,When Harry Met Sally... (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.704081632653061
1320,Alien³ (a.k.a. Alien 3) (1992),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.7346938775510203
1321,"American Werewolf in London, An (1981)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6224489795918373
1327,"Amityville Horror, The (1979)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.6020408163265323
1333,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4387755102040849
1334,"Blob, The (1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.387755102040817
1339,Dracula (Bram Stoker's Dracula) (1992),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.7346938775510203
1342,Candyman (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7346938775510203
1343,Cape Fear (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7244897959183696
1344,Cape Fear (1962),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4285714285714306
1345,Carrie (1976),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0.571428571428573
1346,Cat People (1982),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6326530612244916
1347,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6530612244897966
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.020408163265308588
1350,"Omen, The (1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.571428571428573
1356,Star Trek: First Contact (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.775510204081634
1357,Shine (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
1358,Sling Blade (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1359,Jingle All the Way (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1367,101 Dalmatians (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1370,Die Hard 2 (1990),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7142857142857153
1371,Star Trek: The Motion Picture (1979),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6020408163265323
1372,Star Trek VI: The Undiscovered Country (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7244897959183696
1373,Star Trek V: The Final Frontier (1989),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.704081632653061
1374,Star Trek II: The Wrath of Khan (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6326530612244916
1375,Star Trek III: The Search for Spock (1984),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6530612244897966
1376,Star Trek IV: The Voyage Home (1986),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6734693877551052
1377,Batman Returns (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7346938775510203
1378,Young Guns (1988),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6938775510204103
1379,Young Guns II (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857153
1380,Grease (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.591836734693878
1381,Grease 2 (1982),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6326530612244916
1385,Under Siege (1992),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7346938775510203
1387,Jaws (1975),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5612244897959187
1388,Jaws 2 (1978),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.591836734693878
1390,My Fellow Americans (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1391,Mars Attacks! (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.775510204081634
1393,Jerry Maguire (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
1394,Raising Arizona (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683673469387756
1395,Tin Men (1987),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.683673469387756
1396,Sneakers (1992),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7346938775510203
1405,Beavis and Butt-Head Do America (1996),0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1407,Scream (1996),0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.775510204081634
1408,"Last of the Mohicans, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.7346938775510203
1409,Michael (1996),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.775510204081634
1411,Hamlet (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
1414,Mother (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1416,Evita (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.775510204081634
1425,Fierce Creatures (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
1431,Beverly Hills Ninja (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1438,Dante's Peak (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1441,Benny & Joon (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7448979591836746
1445,McHale's Navy (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7857142857142883
1446,Kolya (Kolja) (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1449,Waiting for Guffman (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775510204081634
1457,Fools Rush In (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1459,Absolute Power (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1464,Lost Highway (1997),0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0.7857142857142883
1466,Donnie Brasco (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1476,Private Parts (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1479,"Saint, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.7857142857142883
1480,Smilla's Sense of Snow (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1483,Crash (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.775510204081634
1485,Liar Liar (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1488,"Devil's Own, The (1997)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1499,Anaconda (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1500,Grosse Pointe Blank (1997),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1513,Romy and Michele's High School Reunion (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1515,Volcano (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1517,Austin Powers: International Man of Mystery (1997),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1518,Breakdown (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1527,"Fifth Element, The (1997)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142883
1537,Shall We Dance? (Shall We Dansu?) (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.775510204081634
1541,Addicted to Love (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1544,"Lost World: Jurassic Park, The (1997)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7857142857142883
1552,Con Air (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1556,Speed 2: Cruise Control (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7857142857142883
1562,Batman & Robin (1997),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1566,Hercules (1997),0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7857142857142883
1569,My Best Friend's Wedding (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1573,Face/Off (1997),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1580,Men in Black (a.k.a. MIB) (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142883
1582,Wild America (1997),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1584,Contact (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142883
1586,G.I. Jane (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1587,Conan the Barbarian (1982),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6326530612244916
1588,George of the Jungle (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1589,Cop Land (1997),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1590,Event Horizon (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.7857142857142883
1591,Spawn (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7857142857142883
1597,Conspiracy Theory (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.7857142857142883
1603,Mimic (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.7857142857142883
1608,Air Force One (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1610,"Hunt for Red October, The (1990)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7142857142857153
1614,In & Out (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1615,"Edge, The (1997)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1616,"Peacemaker, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.7857142857142883
1617,L.A. Confidential (1997),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.7857142857142883
1619,Seven Years in Tibet (1997),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7857142857142883
1620,Kiss the Girls (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1625,"Game, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1635,"Ice Storm, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1639,Chasing Amy (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1641,"Full Monty, The (1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1644,I Know What You Did Last Summer (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.7857142857142883
1645,The Devil's Advocate (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1653,Gattaca (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7857142857142883
1663,Stripes (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6224489795918373
1665,Bean (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1672,"Rainmaker, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1673,Boogie Nights (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1674,Witness (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.6632653061224509
1676,Starship Troopers (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142883
1678,"Joy Luck Club, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7448979591836746
1680,Sliding Doors (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1682,"Truman Show, The (1998)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.795918367346939
1683,"Wings of the Dove, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1687,"Jackal, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1688,Anastasia (1997),0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7857142857142883
1689,"Man Who Knew Too Little, The (1997)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1690,Alien: Resurrection (1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7857142857142883
1693,Amistad (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7857142857142883
1694,"Apostle, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1702,Flubber (1997),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1704,Good Will Hunting (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1707,Home Alone 3 (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1711,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7857142857142883
1717,Scream 2 (1997),0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.7857142857142883
1719,"Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1721,Titanic (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1722,Tomorrow Never Dies (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1726,"Postman, The (1997)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142883
1729,Jackie Brown (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142883
1732,"Big Lebowski, The (1998)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1734,My Life in Pink (Ma vie en rose) (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1735,Great Expectations (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1747,Wag the Dog (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1748,Dark City (1998),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.795918367346939
1753,Half Baked (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1754,Fallen (1998),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1760,Spice World (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1769,"Replacement Killers, The (1998)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1772,Blues Brothers 2000 (1998),0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.795918367346939
1777,"Wedding Singer, The (1998)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1779,Sphere (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.795918367346939
1784,As Good as It Gets (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857142857142883
1792,U.S. Marshals (1998),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1797,Everest (1998),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.795918367346939
1799,Suicide Kings (1997),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1801,"Man in the Iron Mask, The (1998)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1805,Wild Things (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.795918367346939
1806,Paulie (1998),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1810,Primary Colors (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1831,Lost in Space (1998),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.795918367346939
1833,Mercury Rising (1998),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1834,"Spanish Prisoner, The (1997)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1835,City of Angels (1998),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1845,Zero Effect (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.795918367346939
1848,"Borrowers, The (1997)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1855,Krippendorf's Tribe (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1858,Mr. Nice Guy (Yat goh ho yan) (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142883
1862,Species II (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.795918367346939
1873,"Misérables, Les (1998)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.795918367346939
1876,Deep Impact (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.795918367346939
1882,Godzilla (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.795918367346939
1883,Bulworth (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1884,Fear and Loathing in Las Vegas (1998),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1885,"Opposite of Sex, The (1998)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1889,Insomnia (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.7857142857142883
1892,"Perfect Murder, A (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1894,Six Days Seven Nights (1998),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1895,Can't Hardly Wait (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1907,Mulan (1998),0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.795918367346939
1909,"X-Files: Fight the Future, The (1998)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.795918367346939
1911,Dr. Dolittle (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1912,Out of Sight (1998),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.795918367346939
1914,Smoke Signals (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.795918367346939
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1917,Armageddon (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.795918367346939
1918,Lethal Weapon 4 (1998),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.795918367346939
1920,Small Soldiers (1998),0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.795918367346939
1921,Pi (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.795918367346939
1923,There's Something About Mary (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.795918367346939
1924,Plan 9 from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3979591836734713
1927,All Quiet on the Western Front (1930),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.10204081632653228
1939,"Best Years of Our Lives, The (1946)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26530612244897966
1944,From Here to Eternity (1953),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.3367346938775526
1945,On the Waterfront (1954),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3469387755102069
1947,West Side Story (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.4183673469387763
1948,Tom Jones (1963),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4387755102040849
1949,"Man for All Seasons, A (1966)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.46938775510204067
1950,In the Heat of the Night (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.47959183673469497
1951,Oliver! (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.48979591836734926
1952,Midnight Cowboy (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
1953,"French Connection, The (1971)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5204081632653086
